system   D            wsystem.c:583  maybe_parent_dir                 [   0.00112] Also searching C:\Users\Pablo\Documents\Visual Studio 2010\Projects\Jumper\
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.64749] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.64891] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.64906] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.64988] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.64996] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.66278] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.66297] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.67903] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.67913] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.67996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.68006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.68063] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.68068] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.68099] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.68103] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.68166] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.68174] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   5.78701] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.78721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.78728] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   5.78975] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.79011] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.79018] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.79255] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.79272] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   5.88749] glyph 10x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.88764] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.88771] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   5.89013] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.89049] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.89056] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.89281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.89302] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   5.93734] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.93749] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.93758] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.94070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.94083] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   7.63750] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   7.63766] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   7.63775] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   7.64068] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   7.64082] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98244] removed dtor for object 01F0D250
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98268] removed dtor for object 01F0E948
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98300] removed dtor for object 01F34C78
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98407] removed dtor for object 01F62D70
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98580] removed dtor for object 01F7FD68
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [ 517.98661] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.98920] removed dtor for object 01F825C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [ 517.98991] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.99297] removed dtor for object 01F1EAE0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 517.99870] removed dtor for object 01F1ECA0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 518.00594] removed dtor for object 01F7AEC0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 518.00858] removed dtor for object 01F0C1C8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 518.01972] removed dtor for object 01F0C270
d3d      I         d3d_disp.cpp:920  d3d_destroy_display              [ 518.01984] destroying display 006A4F08 (current 00000000)
d3d      D         d3d_disp.cpp:904  d3d_destroy_display_internals    [ 518.01988] waiting for display 006A4F08's thread to end
d3d      W         d3d_disp.cpp:616  d3d_destroy_device               [ 518.02922] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1522 d3d_display_thread_proc          [ 518.08197] d3d display thread exits
